"","User_ID","Product_ID","Gender","Age","Occupation","City_Category","Marital_Status","Product_Category","Purchase"
"207",1001260,2461,1,35,18,2,1,5,5614
"208",1003639,2632,1,25,5,3,1,8,6204
"209",1002293,2537,0,62,4,2,2,5,7196
"210",1001667,2649,1,55,17,2,1,8,6432
"211",1004213,1352,1,45,8,2,1,1,15024
"212",1001150,3331,0,35,21,1,1,5,901
"213",1005142,3204,1,35,2,2,2,1,12601
"214",1001650,411,1,35,20,3,1,6,13185
"215",1001501,924,1,35,12,1,1,5,5333
"216",1004950,1024,1,35,17,1,2,8,7974
"217",1004963,728,1,48,18,2,2,5,3850
"218",1001693,3003,1,35,13,3,2,5,5508
"219",1002752,1,1,35,16,1,1,3,8508
"220",1004687,2551,1,45,15,3,1,1,8999
"221",1003067,3303,0,35,1,1,1,8,7710
"222",1000178,2810,1,62,18,1,2,5,5435
"223",1001699,1102,0,35,20,1,1,18,1920
"224",1005615,2106,1,45,8,3,1,1,9184
"225",1002592,1126,1,55,8,2,2,5,7109
"226",1003018,2178,1,45,1,2,1,5,1118
"227",1002109,591,1,35,17,2,1,3,6664
"228",1002546,50,0,62,14,3,1,6,16397
"229",1005553,1786,1,45,4,3,1,8,4807
"230",1001465,763,1,55,17,2,2,8,4499
"231",1001437,436,1,55,4,3,1,1,12634
"232",1003057,419,0,35,13,2,1,5,3815
"233",1003108,2706,1,55,7,2,2,5,7162
"234",1002131,1991,1,35,1,2,1,1,15169
"235",1003816,1481,0,35,4,1,2,1,12299
"236",1003513,2015,1,35,17,3,1,8,6133
"237",1004857,1686,1,35,15,3,1,5,4077
"238",1001448,2557,0,35,4,1,1,11,3364
"239",1000757,1745,1,35,13,1,1,5,3850
"240",1000877,32,1,35,1,2,2,8,7826
"241",1003539,1528,0,35,5,1,2,1,12467
"242",1001340,672,1,35,8,1,1,5,1028
"243",1004457,2729,1,45,15,3,1,1,12086
"244",1002806,2702,1,17,11,2,1,5,7035
"245",1003670,3459,1,48,15,3,1,8,6368
"246",1004480,636,1,35,1,2,1,2,5229
"247",1005005,1882,1,48,17,2,1,8,2894
"248",1004119,2916,1,55,2,3,1,5,3928
"249",1001495,1635,1,25,1,3,1,1,2778
"250",1004802,2568,1,62,2,2,2,5,5396
"251",1005744,3604,0,35,5,1,1,12,924
"252",1002124,683,1,35,1,2,2,1,15434
"253",1001301,3322,0,35,3,3,2,1,9293
"254",1001712,2899,1,35,1,2,1,8,7828
"255",1003816,1259,0,35,4,1,2,13,222
"256",1002638,1805,1,35,15,2,1,2,2614
"257",1001833,570,1,25,18,2,1,8,7786
"258",1004408,3181,0,48,3,2,2,5,2396
"259",1001145,1994,1,55,4,1,2,8,6234
"260",1004043,243,0,35,16,2,1,8,6196
"261",1000216,4,1,48,14,2,1,5,3941
"262",1005841,2419,0,45,8,1,2,5,5623
"263",1003596,2593,0,45,5,1,1,6,15632
"264",1004808,390,1,45,1,1,2,5,4128
"265",1001422,2665,1,45,18,2,1,1,9189
"266",1001051,399,0,35,1,1,2,5,984
"267",1005795,3597,1,35,2,1,2,4,2398
"268",1000149,199,1,35,2,2,2,1,9566
"269",1004789,2562,1,45,3,1,1,5,2620
"270",1003029,2258,1,25,5,1,1,12,893
"271",1001807,22,1,25,18,3,1,6,6666
"272",1003213,613,0,35,2,3,1,8,7996
"273",1000426,1017,1,25,5,1,2,1,15170
"274",1002436,1718,1,35,8,2,1,1,15056
"275",1002803,3626,1,35,8,2,1,5,5402
"276",1003648,445,1,25,5,2,1,1,5965
"277",1005557,1084,1,45,15,3,2,5,5458
"278",1000072,1523,0,48,1,2,2,5,3916
"279",1001015,2315,1,45,4,1,2,1,9559
"280",1001560,1536,0,35,4,2,1,1,12778
"281",1000269,1223,1,35,3,1,2,8,2970
"282",1000632,459,1,48,18,3,1,1,12674
"283",1005580,3090,1,48,8,2,1,5,3937
"284",1001119,187,1,45,2,2,2,11,3446
"285",1005350,2665,1,25,6,1,1,1,9126
"286",1001264,296,1,35,2,1,1,8,6278
"287",1003877,2612,1,48,2,3,2,5,6991
"288",1005526,1033,0,45,3,1,1,13,330
"289",1005668,2399,0,35,4,3,1,5,5621
"290",1005099,2539,1,25,1,2,1,5,5434
"291",1005680,1784,1,55,21,1,2,8,7884
"292",1001647,3386,1,25,19,2,1,1,9507
"293",1003578,2795,1,55,4,3,2,5,4050
"294",1002808,1360,1,62,17,1,1,8,7814
"295",1004934,3245,0,35,1,1,1,1,2778
"296",1004736,1499,1,25,21,1,2,10,11818
"297",1003007,1168,1,45,1,3,2,1,15099
"298",1002008,2092,1,35,4,3,1,6,13127
"299",1001592,819,1,45,8,2,2,13,335
"300",1002657,570,0,17,11,3,1,8,6383
"301",1005698,1968,1,45,15,2,1,16,16091
"302",1005874,2330,1,35,5,2,1,1,3101
"303",1002258,459,0,25,5,2,1,1,12602
"304",1001753,570,1,45,7,2,1,8,8034
"305",1001984,2289,1,25,11,2,2,5,5542
"306",1001541,1035,1,62,18,3,2,1,15588
"307",1001025,3204,1,35,17,3,2,1,14957
"308",1003976,2560,0,35,1,2,1,1,12480
"309",1003337,1033,1,35,5,1,1,13,463
"310",1001710,348,1,25,1,1,1,2,7839
"311",1001015,2052,1,45,4,1,2,8,7923
"312",1001010,2190,1,35,1,1,1,5,1161
"313",1003931,847,1,35,6,3,1,14,11795
"314",1000649,3373,1,35,5,2,2,1,9167
"315",1002988,2537,0,25,7,1,1,5,6906
"316",1005645,2060,1,35,3,2,1,5,5390
"317",1000017,2354,1,55,2,3,1,15,7178
"318",1000570,1797,1,35,5,1,1,3,6504
"319",1003563,506,1,35,3,1,1,8,8002
"320",1005531,1022,1,55,18,3,2,1,8922
"321",1001069,1885,1,35,21,1,1,8,2893
"322",1004640,2489,1,35,5,2,2,1,2936
"323",1005714,2520,1,45,3,2,1,16,13773
"324",1003420,292,0,35,8,1,1,5,5420
"325",1001449,1847,1,45,21,1,2,6,12875
"326",1000493,352,1,55,8,3,2,11,2010
"327",1004964,1841,1,45,1,1,2,5,2398
"328",1004607,2913,1,35,1,2,1,8,6239
"329",1005450,2594,1,25,13,1,1,5,5378
"330",1000326,1091,1,55,12,2,2,8,7996
"331",1000807,1575,1,25,5,3,1,5,5640
"332",1004505,369,1,55,8,3,1,18,1925
"333",1005120,1113,1,55,8,1,1,5,5659
"334",1001613,1090,1,25,21,1,1,8,6165
"335",1004571,2315,1,45,8,3,2,1,12499
"336",1001273,1918,1,45,3,3,2,8,6352
"337",1000385,920,1,35,7,3,1,5,4111
"338",1003280,3131,1,35,8,2,1,11,5770
"339",1005183,2200,0,25,21,3,1,5,7004
"340",1001320,1719,1,35,5,1,1,1,15168
"341",1002955,3323,1,45,15,3,1,1,6573
"342",1000942,2025,0,55,7,3,2,5,5375
"343",1001279,3191,1,45,2,1,1,5,3970
"344",1005838,1018,0,48,8,2,2,1,15051
"345",1005763,3062,0,35,2,1,2,8,2883
"346",1002179,1053,0,35,1,3,2,1,9327
"347",1003411,3,1,25,5,1,1,5,2626
"348",1002010,614,1,25,5,2,1,1,9152
"349",1003591,284,1,45,7,3,1,6,15958
"350",1004933,3246,1,35,16,2,1,1,12713
"351",1004964,1672,1,45,1,1,2,1,8946
"352",1001303,1716,1,35,20,1,1,11,827
"353",1002507,3485,1,35,5,1,2,8,6250
"354",1005047,1471,1,48,7,3,1,4,379
"355",1004388,1977,1,48,4,2,2,1,12359
"356",1002376,159,1,35,2,1,1,1,5968
"357",1000411,1157,0,48,2,2,2,11,674
"358",1002299,520,0,25,11,2,1,10,14989
"359",1003942,933,1,25,5,2,1,13,227
"360",1001274,2320,1,48,8,2,2,11,5968
"361",1001602,3043,0,35,8,3,2,1,12798
"362",1002589,2742,1,35,1,3,1,16,10050
"363",1001404,3585,1,55,17,2,2,4,599
"364",1005056,2739,1,48,2,3,2,5,6974
"365",1002354,1185,1,45,12,2,2,1,15105
"366",1004021,2106,1,55,21,2,2,1,12647
"367",1003836,1188,0,55,9,2,1,1,9555
"368",1005756,1800,0,17,11,3,1,4,1727
"369",1002565,105,1,45,6,3,1,1,5974
"370",1003538,2537,1,45,1,3,2,5,7090
"371",1005512,971,0,35,18,2,2,5,4057
"372",1000881,1639,1,25,15,1,1,15,14077
"373",1005575,2553,1,45,8,3,1,5,4075
"374",1003934,665,1,35,1,2,1,2,8055
"375",1002777,529,1,25,5,2,1,5,6991
"376",1004637,2987,0,45,10,2,2,8,6164
"377",1005066,2138,0,35,2,3,2,8,4765
"378",1000605,2838,0,25,5,3,1,2,10264
"379",1001757,564,1,35,5,2,1,5,3916
"380",1000424,1105,1,35,18,1,1,8,4726
"381",1001861,2289,1,55,17,1,2,5,5396
"382",1003641,359,1,35,1,2,1,16,9837
"383",1005000,1093,1,35,5,2,1,2,2109
"384",1003224,1960,0,35,15,1,2,5,1202
"385",1001843,3104,1,35,13,1,1,8,4487
"386",1002195,916,1,17,11,1,1,2,10296
"387",1002023,838,1,25,5,2,2,8,7696
"388",1001605,3592,0,25,1,2,1,3,6610
"389",1004089,3376,1,35,8,1,1,8,4703
"390",1000853,2624,1,35,18,2,1,1,15018
"391",1005480,1724,0,35,15,2,2,1,9532
"392",1001087,3155,1,35,17,2,1,5,5586
"393",1003067,1165,0,35,1,1,1,5,3836
"394",1001707,50,1,55,2,3,2,6,13047
"395",1005468,353,1,35,13,1,1,5,4091
"396",1002412,1197,1,62,14,3,1,1,14990
"397",1003769,921,1,35,16,2,1,5,7031
"398",1004575,1712,0,17,11,3,1,11,896
"399",1005974,1658,0,35,2,3,2,8,8047
"400",1003327,1077,1,25,13,2,1,11,4707
"401",1000869,1575,1,25,21,1,2,5,3985
"402",1004812,1636,1,25,15,3,1,1,12683
"403",1000854,2669,0,35,17,2,1,5,1203
"404",1001063,305,1,45,8,2,1,8,6122
"405",1003097,50,0,35,6,2,1,6,15657
"406",1002230,2841,0,48,2,2,2,8,6282
"407",1000476,1878,1,45,1,2,1,2,7898
"408",1001472,3502,1,35,8,3,1,1,6160
"409",1002109,3259,1,35,17,2,1,1,6483
"410",1000424,868,1,35,18,1,1,8,7815
"411",1005170,306,1,25,5,2,1,16,13756
"412",1005251,2517,0,35,18,1,2,5,3998
"413",1004494,50,1,48,1,3,2,6,16306
"414",1000493,2091,1,55,8,3,2,5,3798
"415",1000403,453,1,25,5,1,1,1,12796
"416",1004415,2056,1,25,1,2,1,3,8526
"417",1000722,977,1,35,13,2,1,3,8426
"418",1003888,697,1,48,18,3,2,15,17164
"419",1004877,1059,1,35,5,2,1,1,9293
"420",1003140,1813,0,35,5,3,1,3,8329
"421",1002222,738,0,48,2,2,2,8,4688
"422",1002690,3130,1,35,8,3,2,8,6297
"423",1005394,3026,1,25,1,1,1,5,2601
"424",1000585,1399,1,25,2,1,1,13,198
"425",1004467,2107,0,55,7,3,2,1,12428
"426",1003690,403,1,25,1,2,1,1,9425
"427",1004705,1480,0,25,1,3,2,8,7772
"428",1003920,1302,1,45,18,3,1,5,5387
"429",1003279,1069,1,48,16,3,2,8,4490
"430",1001637,1460,1,62,1,2,2,1,12795
"431",1003994,1724,1,55,8,2,2,1,15107
"432",1002140,933,1,48,15,3,2,13,207
"433",1002144,1031,1,25,1,3,2,1,9050
"434",1002888,930,1,35,15,2,2,6,12990
"435",1003892,1498,1,35,21,1,1,5,5493
"436",1001861,2591,1,55,17,1,2,5,5430
"437",1004047,1356,1,25,5,2,2,1,12710
"438",1000133,3373,0,35,1,3,2,1,12727
"439",1004033,1720,1,35,7,2,1,1,9072
"440",1000934,3402,0,45,8,1,1,5,5668
"441",1004810,1206,1,25,13,2,1,6,15809
"442",1003370,2309,1,25,5,3,1,5,5528
"443",1004708,1091,1,35,1,2,1,8,7832
"444",1004283,904,0,35,10,3,1,16,13351
"445",1004408,1047,0,48,3,2,2,5,7134
"446",1003985,3236,1,48,17,3,2,5,5640
"447",1000036,1035,1,35,4,2,1,1,15572
"448",1003738,1031,1,48,8,3,2,1,15359
"449",1001117,2236,1,25,15,2,1,5,5455
"450",1005394,2992,1,25,1,1,1,8,4725
"451",1003158,1614,1,35,16,2,1,2,7682
"452",1000817,3088,1,25,5,2,1,1,12546
"453",1001186,2047,1,25,20,1,2,15,17204
"454",1005482,1169,1,25,8,1,1,8,6213
"455",1002478,1672,1,55,2,1,1,1,9161
"456",1003147,2407,1,35,15,3,1,5,4044
"457",1004104,1763,1,25,17,3,1,2,7837
"458",1000587,1681,1,35,21,2,1,5,7048
"459",1003845,2537,1,35,13,3,2,5,5600
"460",1004116,1504,1,45,8,1,1,1,12782
"461",1001778,319,1,25,5,2,1,5,2525
"462",1001749,837,1,35,3,2,2,10,14959
"463",1001244,2328,1,35,5,1,2,1,12729
"464",1000201,2913,0,45,3,1,1,8,7845
"465",1002587,141,1,45,8,3,1,8,7665
"466",1001722,3109,1,45,1,3,1,11,3538
"467",1000319,3172,0,55,7,2,2,5,6927
"468",1000899,2107,0,35,2,2,2,1,9467
"469",1004312,136,1,35,19,1,2,1,9390
"470",1001937,927,1,35,12,3,1,13,200
"471",1000442,3522,1,35,2,1,1,8,7961
"472",1002872,1063,1,35,21,2,1,5,6945
"473",1001741,472,1,45,8,1,2,1,12182
"474",1000476,834,1,45,1,2,1,2,13090
"475",1003585,3429,1,45,21,1,2,8,6143
"476",1000566,2669,1,35,18,1,1,5,5531
"477",1005125,820,1,48,1,1,2,5,6911
"478",1004568,1770,0,35,5,2,2,4,594
"479",1002776,24,1,35,15,3,1,8,6307
"480",1004864,3567,1,25,21,3,2,20,249
"481",1000524,421,1,25,1,1,1,1,8955
"482",1001265,7,0,25,21,2,2,5,2424
"483",1000329,1111,1,45,8,1,1,5,5334
"484",1005621,3325,1,35,8,1,1,10,18080
"485",1004043,3369,0,35,16,2,1,3,8708
"486",1003685,3447,1,35,6,3,2,5,5367
"487",1005108,831,0,35,10,2,2,5,4012
"488",1001776,50,1,35,1,2,2,6,16020
"489",1001370,2113,1,45,3,3,2,1,3304
"490",1000334,1015,0,62,3,1,2,8,8028
"491",1001794,2767,1,35,12,2,1,16,16523
"492",1002576,1516,1,25,18,2,1,1,9636
"493",1000107,1234,1,48,19,3,1,1,9379
"494",1003588,1181,1,35,3,2,1,1,12084
"495",1002181,963,1,35,1,2,2,1,12288
"496",1001285,825,1,45,5,1,2,5,7047
"497",1005543,938,1,35,18,1,1,4,1322
"498",1005963,1414,1,35,16,1,1,11,4779
"499",1002772,3156,1,45,18,1,2,5,7042
"500",1004543,3035,1,35,3,1,1,4,1300
"501",1005831,303,1,35,2,1,2,1,12344
"502",1002383,2086,0,35,15,2,1,5,3913
"503",1001820,453,1,35,21,2,2,1,12335
"504",1001952,2003,1,45,2,2,2,5,6913
"505",1000985,1017,1,35,5,3,1,1,12392
"506",1002484,683,1,48,6,2,1,1,12487
"507",1003280,1360,1,35,8,2,1,8,3089
"508",1002023,977,1,25,5,2,2,3,11070
"509",1003526,816,1,45,3,2,2,5,2593
"510",1004627,2053,1,62,2,3,2,5,5624
"511",1005948,1054,1,62,14,2,1,5,5360
"512",1000713,1203,1,45,8,2,1,8,6379
"513",1004470,1110,1,45,13,3,2,1,15319
"514",1004598,1264,0,45,4,3,2,8,7896
"515",1004079,1671,1,45,18,2,2,1,15326
"516",1004940,12,0,55,12,2,1,5,5602
"517",1005369,3172,1,35,16,1,1,5,5520
"518",1003462,675,0,35,5,2,1,8,3117
"519",1005046,3057,1,35,17,1,1,5,7043
"520",1000566,2713,1,35,18,1,1,13,318
"521",1001297,422,1,35,8,1,1,7,13268
"522",1004470,1201,1,45,13,3,2,1,6052
"523",1000187,61,0,48,2,2,1,8,7686
"524",1005686,3264,1,62,17,1,2,1,3380
"525",1004801,472,1,35,5,3,1,1,15581
"526",1001146,78,0,25,17,2,2,8,2840
"527",1002197,332,0,35,2,3,1,8,6276
"528",1001877,3089,0,48,21,2,2,8,2951
"529",1001628,2924,1,25,21,2,1,8,6354
"530",1001732,1905,1,25,5,3,2,8,6330
"531",1002389,1686,1,35,17,1,2,5,5371
"532",1003699,835,0,62,4,3,2,8,7898
"533",1003418,1658,0,25,4,3,1,8,7750
"534",1002361,2079,1,62,8,2,2,5,2327
"535",1000347,3136,0,62,2,1,1,5,4058
"536",1001340,2658,1,35,8,1,1,1,6398
"537",1002116,3587,1,25,5,2,2,4,1718
"538",1003400,2225,1,35,15,3,2,1,15455
"539",1003709,1891,1,35,13,3,1,5,3998
"540",1002164,2335,1,45,1,2,1,11,5803
"541",1001803,764,1,35,3,2,1,1,9142
"542",1003017,2713,0,45,10,2,1,13,332
"543",1000949,2964,1,55,18,2,2,1,9060
"544",1004909,3227,0,45,13,2,1,12,597
"545",1003498,566,1,35,18,3,1,1,12415
"546",1002451,2737,1,48,13,3,2,2,7912
"547",1005387,1649,0,35,2,2,2,2,10664
"548",1000931,1783,0,62,2,3,1,10,11283
"549",1003800,2067,1,25,2,2,2,1,9185
"550",1004522,3275,1,48,2,3,2,8,6326
"551",1002304,569,1,48,13,2,2,1,12644
"552",1005099,2396,1,25,1,2,1,11,5711
"553",1000245,918,1,45,17,2,1,5,5374
"554",1003847,3077,1,35,8,2,1,1,9306
"555",1004006,1314,1,17,8,3,1,1,12773
"556",1005048,2768,0,45,8,3,2,16,16502
"557",1002304,919,1,48,13,2,2,5,5664
"558",1005394,3626,1,25,1,1,1,5,7058
"559",1004708,2199,1,35,1,2,1,8,4443
"560",1003641,1911,1,35,1,2,1,1,9073
"561",1001356,2261,0,25,5,2,1,1,6156
"562",1001301,566,0,35,3,3,2,1,15200
"563",1004517,3482,0,25,2,1,2,5,2335
